agency_cd,site_no,date_time,wtemp_inst,wtemp_inst_cd,spec_cond_inst,spec_cond_inst_cd,do_inst,do_inst_cd,p_h_inst,p_h_inst_cd,x_32316_inst,x_32316_inst_cd,ts213_ysi_exo_turb_inst,ts213_ysi_exo_turb_inst_cd,tz_cd
USGS,11312676,2022-07-16T07:00:00Z,25.5,P,454,P,7.4,P,7.6,P,1.74,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T07:15:00Z,25.5,P,461,P,7.3,P,7.6,P,1.83,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T07:30:00Z,25.5,P,463,P,7.3,P,7.6,P,1.63,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T07:45:00Z,25.5,P,465,P,7.3,P,7.6,P,1.66,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T08:00:00Z,25.5,P,467,P,7.2,P,7.6,P,1.7,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T08:15:00Z,25.4,P,470,P,7.2,P,7.6,P,1.72,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T08:30:00Z,25.4,P,468,P,7.1,P,7.6,P,1.7,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T08:45:00Z,25.4,P,462,P,7.1,P,7.6,P,1.77,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T09:00:00Z,25.5,P,463,P,7,P,7.6,P,1.7,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T09:15:00Z,25.4,P,472,P,6.9,P,7.5,P,1.78,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T09:30:00Z,25.5,P,476,P,6.3,P,7.5,P,1.56,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T09:45:00Z,25.5,P,464,P,6.9,P,7.6,P,1.78,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T10:00:00Z,25.5,P,473,P,7.2,P,7.6,P,1.64,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T10:15:00Z,25.5,P,484,P,7.2,P,7.6,P,1.66,P,2.4,P,Etc/GMT+8
USGS,11312676,2022-07-16T10:30:00Z,25.5,P,485,P,7.2,P,7.6,P,1.65,P,2.8,P,Etc/GMT+8
USGS,11312676,2022-07-16T10:45:00Z,25.5,P,464,P,7.3,P,7.6,P,1.6,P,2.7,P,Etc/GMT+8
USGS,11312676,2022-07-16T11:00:00Z,25.5,P,467,P,7.3,P,7.7,P,1.6,P,2.4,P,Etc/GMT+8
USGS,11312676,2022-07-16T11:15:00Z,25.4,P,467,P,7.3,P,7.7,P,1.68,P,2.6,P,Etc/GMT+8
USGS,11312676,2022-07-16T11:30:00Z,25.4,P,464,P,7.4,P,7.7,P,1.67,P,3,P,Etc/GMT+8
USGS,11312676,2022-07-16T11:45:00Z,25.4,P,470,P,7.4,P,7.7,P,1.56,P,2.9,P,Etc/GMT+8
USGS,11312676,2022-07-16T12:00:00Z,25.3,P,460,P,7.4,P,7.7,P,1.55,P,3.2,P,Etc/GMT+8
USGS,11312676,2022-07-16T12:15:00Z,25.3,P,462,P,7.4,P,7.7,P,1.52,P,3.2,P,Etc/GMT+8
USGS,11312676,2022-07-16T12:30:00Z,25.2,P,456,P,7.4,P,7.7,P,1.42,P,3.2,P,Etc/GMT+8
USGS,11312676,2022-07-16T12:45:00Z,25.2,P,446,P,7.4,P,7.7,P,1.4,P,3.2,P,Etc/GMT+8
USGS,11312676,2022-07-16T13:00:00Z,25.2,P,447,P,7.4,P,7.7,P,1.29,P,3.3,P,Etc/GMT+8
USGS,11312676,2022-07-16T13:15:00Z,25.1,P,444,P,7.4,P,7.7,P,1.26,P,3.2,P,Etc/GMT+8
USGS,11312676,2022-07-16T13:30:00Z,25.1,P,445,P,7.4,P,7.7,P,1.3,P,3.3,P,Etc/GMT+8
USGS,11312676,2022-07-16T13:45:00Z,25.1,P,443,P,7.4,P,7.7,P,1.22,P,3.1,P,Etc/GMT+8
USGS,11312676,2022-07-16T14:00:00Z,25,P,446,P,7.4,P,7.7,P,1.17,P,3,P,Etc/GMT+8
USGS,11312676,2022-07-16T14:15:00Z,25,P,450,P,7.4,P,7.7,P,1.2,P,3,P,Etc/GMT+8
USGS,11312676,2022-07-16T14:30:00Z,24.9,P,452,P,7.4,P,7.7,P,1.18,P,3,P,Etc/GMT+8
USGS,11312676,2022-07-16T14:45:00Z,24.9,P,449,P,7.4,P,7.7,P,1.14,P,3,P,Etc/GMT+8
USGS,11312676,2022-07-16T15:00:00Z,24.9,P,444,P,7.4,P,7.7,P,1.16,P,2.9,P,Etc/GMT+8
USGS,11312676,2022-07-16T15:15:00Z,24.8,P,442,P,7.3,P,7.7,P,1.2,P,2.9,P,Etc/GMT+8
USGS,11312676,2022-07-16T15:30:00Z,24.8,P,445,P,7.3,P,7.7,P,1.2,P,3.2,P,Etc/GMT+8
USGS,11312676,2022-07-16T15:45:00Z,24.8,P,441,P,7.3,P,7.7,P,1.17,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T16:00:00Z,25,P,445,P,7.2,P,7.6,P,1.4,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T16:15:00Z,25,P,449,P,7,P,7.6,P,1.43,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T16:30:00Z,25.2,P,443,P,7.2,P,7.6,P,1.61,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T16:45:00Z,25.1,P,445,P,7.2,P,7.6,P,1.54,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T17:00:00Z,25,P,440,P,7.4,P,7.6,P,1.2,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T17:15:00Z,25,P,438,P,7.4,P,7.7,P,1.3,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T17:30:00Z,25.1,P,439,P,7.5,P,7.7,P,1.36,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T17:45:00Z,25.2,P,440,P,7.5,P,7.7,P,1.3,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T18:00:00Z,25.2,P,445,P,7.5,P,7.7,P,1.46,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T18:15:00Z,25.3,P,449,P,7.4,P,7.6,P,1.56,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T18:30:00Z,25.3,P,448,P,7.4,P,7.6,P,1.5,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T18:45:00Z,25.4,P,452,P,7.4,P,7.6,P,1.53,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T19:00:00Z,25.4,P,448,P,7.5,P,7.6,P,1.68,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T19:15:00Z,25.5,P,451,P,7.5,P,7.6,P,1.76,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T19:30:00Z,25.6,P,453,P,7.5,P,7.6,P,1.82,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T19:45:00Z,25.6,P,454,P,7.5,P,7.6,P,1.74,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T20:00:00Z,25.7,P,462,P,7.5,P,7.6,P,1.74,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T20:15:00Z,25.7,P,470,P,7.5,P,7.6,P,1.74,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T20:30:00Z,25.7,P,476,P,7.5,P,7.6,P,1.72,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T20:45:00Z,25.7,P,484,P,7.6,P,7.6,P,1.77,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T21:00:00Z,25.8,P,482,P,7.6,P,7.6,P,1.66,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T21:15:00Z,25.8,P,487,P,7.5,P,7.6,P,1.54,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T21:30:00Z,25.8,P,494,P,7.5,P,7.6,P,1.76,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T21:45:00Z,25.8,P,498,P,7.5,P,7.6,P,1.68,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T22:00:00Z,25.9,P,501,P,7.6,P,7.6,P,1.86,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T22:15:00Z,26,P,500,P,7.6,P,7.6,P,2.92,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T22:30:00Z,26,P,501,P,7.5,P,7.6,P,2.16,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T22:45:00Z,26,P,502,P,7.5,P,7.6,P,1.85,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T23:00:00Z,26.1,P,504,P,7.6,P,7.6,P,1.94,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T23:15:00Z,26,P,503,P,7.5,P,7.6,P,2.9,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T23:30:00Z,26.1,P,503,P,7.6,P,7.6,P,3.46,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-16T23:45:00Z,26.1,P,503,P,7.5,P,7.6,P,2.62,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T00:00:00Z,26.2,P,500,P,7.6,P,7.6,P,2.42,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T00:15:00Z,26.2,P,502,P,7.5,P,7.6,P,2.24,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T00:30:00Z,26.1,P,481,P,7.3,P,7.6,P,2.05,P,3.6,P,Etc/GMT+8
USGS,11312676,2022-07-17T00:45:00Z,26.1,P,473,P,7.3,P,7.6,P,1.98,P,4.1,P,Etc/GMT+8
USGS,11312676,2022-07-17T01:00:00Z,26.1,P,472,P,7.3,P,7.6,P,1.9,P,5.2,P,Etc/GMT+8
USGS,11312676,2022-07-17T01:15:00Z,26.1,P,488,P,7.3,P,7.6,P,2.04,P,4.6,P,Etc/GMT+8
USGS,11312676,2022-07-17T01:30:00Z,26.1,P,494,P,7.4,P,7.6,P,2.15,P,4.9,P,Etc/GMT+8
USGS,11312676,2022-07-17T01:45:00Z,26,P,488,P,7.4,P,7.6,P,1.9,P,4.4,P,Etc/GMT+8
USGS,11312676,2022-07-17T02:00:00Z,26,P,480,P,7.4,P,7.6,P,1.84,P,3.7,P,Etc/GMT+8
USGS,11312676,2022-07-17T02:15:00Z,26,P,474,P,7.4,P,7.6,P,1.68,P,3.5,P,Etc/GMT+8
USGS,11312676,2022-07-17T02:30:00Z,26,P,470,P,7.4,P,7.6,P,1.73,P,3.5,P,Etc/GMT+8
USGS,11312676,2022-07-17T02:45:00Z,26,P,473,P,7.3,P,7.6,P,1.65,P,3.5,P,Etc/GMT+8
USGS,11312676,2022-07-17T03:00:00Z,26,P,458,P,7.3,P,7.6,P,1.64,P,3.6,P,Etc/GMT+8
USGS,11312676,2022-07-17T03:15:00Z,25.9,P,451,P,7.3,P,7.6,P,1.6,P,3.3,P,Etc/GMT+8
USGS,11312676,2022-07-17T03:30:00Z,25.9,P,456,P,7.3,P,7.6,P,1.56,P,3.4,P,Etc/GMT+8
USGS,11312676,2022-07-17T03:45:00Z,25.9,P,441,P,7.4,P,7.6,P,1.61,P,3.1,P,Etc/GMT+8
USGS,11312676,2022-07-17T04:00:00Z,25.9,P,442,P,7.4,P,7.6,P,1.64,P,3.3,P,Etc/GMT+8
USGS,11312676,2022-07-17T04:15:00Z,25.9,P,453,P,7.4,P,7.7,P,1.65,P,3.1,P,Etc/GMT+8
USGS,11312676,2022-07-17T04:30:00Z,25.8,P,453,P,7.4,P,7.7,P,1.61,P,3,P,Etc/GMT+8
USGS,11312676,2022-07-17T04:45:00Z,25.8,P,452,P,7.5,P,7.7,P,1.6,P,3,P,Etc/GMT+8
USGS,11312676,2022-07-17T05:00:00Z,25.8,P,451,P,7.5,P,7.7,P,1.61,P,2.8,P,Etc/GMT+8
USGS,11312676,2022-07-17T05:15:00Z,25.7,P,456,P,7.5,P,7.7,P,1.61,P,2.8,P,Etc/GMT+8
USGS,11312676,2022-07-17T05:30:00Z,25.7,P,448,P,7.5,P,7.7,P,1.6,P,2.6,P,Etc/GMT+8
USGS,11312676,2022-07-17T05:45:00Z,25.7,P,451,P,7.5,P,7.7,P,1.59,P,2.6,P,Etc/GMT+8
USGS,11312676,2022-07-17T06:00:00Z,25.7,P,450,P,7.5,P,7.7,P,1.63,P,2.8,P,Etc/GMT+8
USGS,11312676,2022-07-17T06:15:00Z,25.7,P,454,P,7.5,P,7.7,P,1.64,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T06:30:00Z,25.7,P,447,P,7.5,P,7.6,P,1.79,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T06:45:00Z,25.7,P,453,P,7,P,7.6,P,1.58,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T07:00:00Z,25.8,P,452,P,7.4,P,7.6,P,1.82,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T07:15:00Z,25.8,P,445,P,7.4,P,7.6,P,1.91,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T07:30:00Z,25.7,P,452,P,7.3,P,7.6,P,2.1,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T07:45:00Z,25.6,P,442,P,7.3,P,7.6,P,1.72,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T08:00:00Z,25.6,P,442,P,7.2,P,7.6,P,1.77,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T08:15:00Z,25.6,P,441,P,7.2,P,7.6,P,1.61,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T08:30:00Z,25.6,P,444,P,7.2,P,7.6,P,1.57,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T08:45:00Z,25.6,P,443,P,7.2,P,7.6,P,1.9,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T09:00:00Z,25.6,P,448,P,7.1,P,7.6,P,1.63,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T09:15:00Z,25.6,P,445,P,6.9,P,7.5,P,1.66,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T09:30:00Z,25.6,P,444,P,6.9,P,7.5,P,1.71,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T09:45:00Z,25.6,P,446,P,7,P,7.5,P,1.56,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T10:00:00Z,25.6,P,448,P,6.9,P,7.5,P,1.69,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T10:15:00Z,25.6,P,451,P,6.9,P,7.5,P,1.73,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T10:30:00Z,25.6,P,449,P,6.5,P,7.5,P,1.4,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T10:45:00Z,25.6,P,448,P,6.8,P,7.5,P,1.77,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T11:00:00Z,25.6,P,452,P,7,P,7.5,P,1.67,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T11:15:00Z,25.7,P,461,P,7.1,P,7.5,P,1.58,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T11:30:00Z,25.6,P,453,P,7.1,P,7.6,P,1.58,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T11:45:00Z,25.6,P,460,P,7.2,P,7.6,P,1.56,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T12:00:00Z,25.6,P,456,P,7.2,P,7.6,P,1.55,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T12:15:00Z,25.6,P,457,P,7.2,P,7.6,P,1.6,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T12:30:00Z,25.5,P,452,P,7.2,P,7.6,P,1.54,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T12:45:00Z,25.5,P,455,P,7.2,P,7.6,P,1.52,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T13:00:00Z,25.5,P,441,P,7.2,P,7.6,P,1.44,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T13:15:00Z,25.4,P,438,P,7.3,P,7.6,P,1.4,P,3.7,P,Etc/GMT+8
USGS,11312676,2022-07-17T13:30:00Z,25.4,P,434,P,7.3,P,7.6,P,1.32,P,3.9,P,Etc/GMT+8
USGS,11312676,2022-07-17T13:45:00Z,25.4,P,436,P,7.3,P,7.6,P,1.32,P,3.6,P,Etc/GMT+8
USGS,11312676,2022-07-17T14:00:00Z,25.3,P,435,P,7.3,P,7.7,P,1.26,P,3.4,P,Etc/GMT+8
USGS,11312676,2022-07-17T14:15:00Z,25.3,P,430,P,7.3,P,7.7,P,1.24,P,3.4,P,Etc/GMT+8
USGS,11312676,2022-07-17T14:30:00Z,25.3,P,441,P,7.3,P,7.7,P,1.28,P,3.4,P,Etc/GMT+8
USGS,11312676,2022-07-17T14:45:00Z,25.2,P,436,P,7.3,P,7.7,P,1.17,P,3.2,P,Etc/GMT+8
USGS,11312676,2022-07-17T15:00:00Z,25.2,P,439,P,7.3,P,7.7,P,1.22,P,3.1,P,Etc/GMT+8
USGS,11312676,2022-07-17T15:15:00Z,25.2,P,431,P,7.3,P,7.7,P,1.29,P,3.1,P,Etc/GMT+8
USGS,11312676,2022-07-17T15:30:00Z,25.2,P,430,P,7.3,P,7.7,P,1.25,P,3.1,P,Etc/GMT+8
USGS,11312676,2022-07-17T15:45:00Z,25.2,P,429,P,7.3,P,7.7,P,1.19,P,3.1,P,Etc/GMT+8
USGS,11312676,2022-07-17T16:00:00Z,25.1,P,426,P,7.3,P,7.7,P,1.24,P,2.9,P,Etc/GMT+8
USGS,11312676,2022-07-17T16:15:00Z,25.1,P,425,P,7.3,P,7.6,P,1.28,P,3,P,Etc/GMT+8
USGS,11312676,2022-07-17T16:30:00Z,25.1,P,425,P,7.3,P,7.6,P,1.23,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T16:45:00Z,25.2,P,432,P,7.2,P,7.6,P,1.29,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T17:00:00Z,25.3,P,442,P,7.2,P,7.6,P,NA,NA,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T17:15:00Z,25.4,P,444,P,7.2,P,7.6,P,1.47,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T17:30:00Z,25.5,P,445,P,7.2,P,7.6,P,1.67,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T17:45:00Z,25.4,P,443,P,7.4,P,7.6,P,1.54,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T18:00:00Z,25.4,P,437,P,7.4,P,7.6,P,1.3,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T18:15:00Z,25.5,P,440,P,7.5,P,7.7,P,1.36,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T18:30:00Z,25.6,P,441,P,7.5,P,7.7,P,1.4,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T18:45:00Z,25.6,P,435,P,7.5,P,7.6,P,1.45,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T19:00:00Z,25.7,P,435,P,7.5,P,7.6,P,1.74,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T19:15:00Z,25.7,P,437,P,7.4,P,7.6,P,1.61,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T19:30:00Z,25.8,P,437,P,7.5,P,7.6,P,1.72,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T19:45:00Z,25.9,P,439,P,7.5,P,7.6,P,1.74,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T20:00:00Z,25.9,P,440,P,7.5,P,7.6,P,1.84,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T20:15:00Z,26,P,439,P,7.5,P,7.6,P,1.87,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T20:30:00Z,26,P,440,P,7.4,P,7.6,P,2.04,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T20:45:00Z,26.1,P,441,P,7.4,P,7.6,P,1.97,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T21:00:00Z,26.1,P,454,P,7.4,P,7.5,P,2.04,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T21:15:00Z,26.1,P,456,P,7.4,P,7.5,P,2.06,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T21:30:00Z,26.1,P,462,P,7.5,P,7.6,P,2.2,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T21:45:00Z,26.1,P,478,P,7.4,P,7.5,P,2.19,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T22:00:00Z,26.1,P,482,P,7.4,P,7.5,P,2.2,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T22:15:00Z,26.1,P,482,P,7.3,P,7.5,P,NA,NA,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T22:30:00Z,26.2,P,489,P,7.4,P,7.5,P,2.17,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T22:45:00Z,26.2,P,491,P,7.4,P,7.5,P,2.16,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T23:00:00Z,26.2,P,492,P,7.4,P,7.5,P,2.12,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T23:15:00Z,26.3,P,498,P,7.4,P,7.5,P,2.3,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T23:30:00Z,26.3,P,499,P,7.4,P,7.5,P,2.38,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-17T23:45:00Z,26.3,P,493,P,7.4,P,7.5,P,2.16,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-18T00:00:00Z,26.3,P,492,P,7.3,P,7.5,P,NA,NA,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-18T00:15:00Z,26.3,P,495,P,7.3,P,7.5,P,2.08,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-18T00:30:00Z,26.4,P,501,P,7.4,P,7.5,P,2.36,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-18T00:45:00Z,26.4,P,496,P,7.4,P,7.5,P,2.3,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-18T01:00:00Z,26.3,P,488,P,7.3,P,7.5,P,2.04,P,4.3,P,Etc/GMT+8
USGS,11312676,2022-07-18T01:15:00Z,26.4,P,470,P,7.2,P,7.5,P,2,P,4,P,Etc/GMT+8
USGS,11312676,2022-07-18T01:30:00Z,26.3,P,466,P,7.2,P,7.5,P,1.92,P,5.8,P,Etc/GMT+8
USGS,11312676,2022-07-18T01:45:00Z,26.3,P,474,P,7.2,P,7.5,P,2.04,P,5.6,P,Etc/GMT+8
USGS,11312676,2022-07-18T02:00:00Z,26.3,P,486,P,7.3,P,7.6,P,2,P,4.2,P,Etc/GMT+8
USGS,11312676,2022-07-18T02:15:00Z,26.3,P,469,P,7.3,P,7.6,P,1.9,P,4.2,P,Etc/GMT+8
USGS,11312676,2022-07-18T02:30:00Z,26.2,P,476,P,7.3,P,7.6,P,1.77,P,4,P,Etc/GMT+8
USGS,11312676,2022-07-18T02:45:00Z,26.2,P,459,P,7.3,P,7.6,P,1.72,P,3.9,P,Etc/GMT+8
USGS,11312676,2022-07-18T03:00:00Z,26.2,P,461,P,7.3,P,7.6,P,1.74,P,3.9,P,Etc/GMT+8
USGS,11312676,2022-07-18T03:15:00Z,26.2,P,454,P,7.3,P,7.6,P,1.7,P,3.8,P,Etc/GMT+8
USGS,11312676,2022-07-18T03:30:00Z,26.2,P,450,P,7.3,P,7.6,P,1.68,P,3.4,P,Etc/GMT+8
USGS,11312676,2022-07-18T03:45:00Z,26.2,P,452,P,7.3,P,7.6,P,1.72,P,3.4,P,Etc/GMT+8
USGS,11312676,2022-07-18T04:00:00Z,26.1,P,451,P,7.4,P,7.6,P,1.66,P,3.1,P,Etc/GMT+8
USGS,11312676,2022-07-18T04:15:00Z,26.1,P,448,P,7.3,P,7.6,P,1.69,P,3.4,P,Etc/GMT+8
USGS,11312676,2022-07-18T04:30:00Z,26.1,P,454,P,7.4,P,7.6,P,1.66,P,3.2,P,Etc/GMT+8
USGS,11312676,2022-07-18T04:45:00Z,26.1,P,457,P,7.4,P,7.6,P,1.74,P,3.1,P,Etc/GMT+8
USGS,11312676,2022-07-18T05:00:00Z,26,P,458,P,7.4,P,7.6,P,1.64,P,3.2,P,Etc/GMT+8
USGS,11312676,2022-07-18T05:15:00Z,26,P,443,P,7.5,P,7.7,P,1.67,P,3.1,P,Etc/GMT+8
USGS,11312676,2022-07-18T05:30:00Z,26,P,450,P,7.4,P,7.6,P,1.64,P,3.1,P,Etc/GMT+8
USGS,11312676,2022-07-18T05:45:00Z,25.9,P,451,P,7.4,P,7.6,P,1.62,P,3,P,Etc/GMT+8
USGS,11312676,2022-07-18T06:00:00Z,25.9,P,452,P,7.4,P,7.6,P,1.61,P,2.9,P,Etc/GMT+8
USGS,11312676,2022-07-18T06:15:00Z,25.9,P,454,P,7.4,P,7.6,P,1.62,P,2.9,P,Etc/GMT+8
USGS,11312676,2022-07-18T06:30:00Z,25.8,P,451,P,7.4,P,7.6,P,1.61,P,3,P,Etc/GMT+8
USGS,11312676,2022-07-18T06:45:00Z,25.8,P,452,P,7.4,P,7.6,P,1.62,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-18T07:00:00Z,25.8,P,444,P,7.3,P,7.6,P,1.65,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-18T07:15:00Z,25.9,P,448,P,7,P,7.6,P,1.92,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-18T07:30:00Z,26,P,447,P,7.3,P,7.6,P,1.9,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-18T07:45:00Z,25.9,P,442,P,7.4,P,7.6,P,1.92,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-18T08:00:00Z,26,P,450,P,7.3,P,7.6,P,1.8,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-18T08:15:00Z,25.8,P,453,P,7.3,P,7.6,P,1.65,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-18T08:30:00Z,25.8,P,442,P,7.3,P,7.6,P,1.64,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-18T08:45:00Z,25.8,P,448,P,7.2,P,7.6,P,1.85,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-18T09:00:00Z,25.8,P,448,P,7.2,P,7.6,P,1.67,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-18T09:15:00Z,25.8,P,454,P,7.1,P,7.6,P,1.76,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-18T09:30:00Z,25.7,P,450,P,7.1,P,7.6,P,1.62,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-18T09:45:00Z,25.8,P,450,P,7.1,P,7.5,P,1.61,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-18T10:00:00Z,25.7,P,452,P,7,P,7.5,P,1.62,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-18T10:15:00Z,25.7,P,446,P,7,P,7.5,P,1.73,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-18T10:30:00Z,25.7,P,453,P,6.9,P,7.5,P,1.75,P,NA,NA,Etc/GMT+8
USGS,11312676,2022-07-18T10:45:00Z,25.7,P,452,P,6.9,P,7.5,P,1.71,P,NA,NA,Etc/GMT+8
